Comentario_Limpio;Categoria_N1;Categoria_N2;Categoria_N3;Sentimiento;Palabras;Usa_Exclusiones
comunicacion con el cliente;otros;centro de contacto;Sin categoría N3;neutral;4;Sí
existe falla en la red y alguna transaccion te sale trunca pero para el sistema esta todo bien eso me ha pasado con una transferencia a otra cuenta propia de otro banco;tarifas;comision;propia;neutral;32;Sí
actualizar su sistema para no tener problemas y generar mas gastos;funcionalidad;inestabilidad;Sin categoría N3;negativo;11;Sí
en todo no puedo hacer ninguna transaccion porque me sale error en el sistema;funcionalidad;operaciones;no puede realizar no especificado;negativo;14;Sí
permitir ver el recibo de las transferencias despues haciendo clic en los movimientos;funcionalidad;operaciones;Sin categoría N3;neutral;13;Sí
mejor accesibilidad para los productos financieros;seguridad;Sin categoría N2;Sin categoría N3;neutral;6;Sí
deberian dar prestamos pequenos;otros;prestamos;no hay campanas;neutral;4;Sí
mi reembolso por descuento de seguro par de ratas yo no autorice el seguro;seguridad;movimientos no reconocidos;Sin categoría N3;neutral;14;Sí
hasta la fecha tengo una operacion donde salio un mensaje de error sin embargo cargaron el importe a mi cuenta y a la fecha no me explican que paso con dicho cargo;funcionalidad;inestabilidad;caida de sistema;negativo;32;Sí
la banca privada no debe permitir que las instituciones se lleven nuestro dinero mediante la modalidad de embargo por motivos que no son reales mi imponen papeletas de transito y como he presentado reclamo me mandan a cobranza coactiva y me embargan lo poco que me gano en el dia a dia ni si quiera hago taxi no se donde se inventan eso la atu son lo mas ladrones que hay en lima;funcionalidad;Sin categoría N2;Sin categoría N3;negativo;73;Sí
servicio al cliente en su app;otros;centro de contacto;Sin categoría N3;neutral;6;Sí
son altos sus porcentajes;diseno;Sin categoría N2;Sin categoría N3;neutral;4;Sí
en la rapidez;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;3;Sí
en el yape no es muy estable se desconecta y tarda demasiado estoy por el cono norte;funcionalidad;inestabilidad;lentitud;neutral;17;Sí
la aplicacion es buena rapida pero el detalle es con el mismo banco bcp el cual cobra por todo a diferencia de otros bancos las transacciones son gratuitas pero en el bcp cada movimiento tiene un costo y bastante elevado a mi parecer;tarifas;comision;transferencia;neutral;43;Sí
pesimo;noespecifica;Sin categoría N2;Sin categoría N3;negativo;1;Sí
que el personal nos de mas informacion ya que en mi caso me activaron un seguro sin consultarme y me d2scontaron cada mas;otros;agencias;Sin categoría N3;neutral;23;Sí
no puedo ingresar a la plataforma de credito al toque para obtener el credito aprobado;otros;prestamos;Sin categoría N3;neutral;15;Sí
en no quedarse con dinero que no es suyo no es justo que uno deposite dinero en su cuenta y uds olimpicamente la roben por no contar con analista de capacidad en yape y bcp que analicen debidamwnte y no traten de enganar a los clientes incautos cono yo;funcionalidad;operaciones;no puede realizar no especificado;neutral;49;Sí
mas funciones;diseno;cantidad de funcionalidades;Sin categoría N3;neutral;2;Sí
mejorar sus protocolos para validar a los usuarios y agilizar las transacciones por internet pase por 3 personas diferentes e interminable cantidad de preguntas para autorizar una compra de 2 600 soles si hubiera comprado boletos de avion u otra compra por un monto mayor no me quiero imaginar;otros;agencias;capacidad de solucion;neutral;49;Sí
que haiga monedas y billetes de 10 soles;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;8;Sí
tofo bien;noespecifica;Sin categoría N2;Sin categoría N3;positivo;2;Sí
atender mejoras personales con sus necesidades;otros;nuevas funcionalidades;Sin categoría N3;neutral;6;Sí
deberian proporcionar una correcta informacion por culpa de la persona que me informo estoy sin tarjeta de debito y no puedo sacar efectivo de mi cuenta;otros;informacion;falta de informacion;neutral;26;Sí
averigua pues;otros;Sin categoría N2;Sin categoría N3;neutral;2;Sí
horrible;noespecifica;Sin categoría N2;Sin categoría N3;negativo;1;Sí
no recibi ayuda;otros;informacion;Sin categoría N3;neutral;3;Sí
el caso de las personas mayores es lamentable por no poder disponer de sus ahorros con este nuevo sistema la ultima vez me indicaron que tendria soporte del personal bcp lo cual no sucedio estoy sin poder hacer el retiro esperando ayuda de algun familiar;otros;agencias;tiempo de espera;neutral;45;Sí
mala atencion al publico;otros;reclamos;Sin categoría N3;negativo;4;Sí
en todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
no operar cambio de moneda sin autorizacion;seguridad;movimientos no reconocidos;Sin categoría N3;neutral;7;Sí
me han negado la solucion a un interes injusto deseo cortar mis tarjetas de credito;otros;reclamos;Sin categoría N3;neutral;15;Sí
arreglen su app ya llevo varios meses sin poder hacer transferencias por un error inesperado;funcionalidad;inestabilidad;Sin categoría N3;negativo;15;Sí
en no coger dinero del sueldo que es el sustento de mi familia;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;13;Sí
sus lineas de credito;otros;prestamos;Sin categoría N3;neutral;4;Sí
no ayudan en nada;otros;comentarios genericos;Sin categoría N3;neutral;4;Sí
mas comunicacion;otros;centro de contacto;Sin categoría N3;neutral;2;Sí
mi cita no fue puntual se demoro media hora mas incluso un poco mas no se cumplio en ello no me dieron la informacion suficiente y nada gentiles;otros;informacion;falta de informacion;neutral;28;Sí
se demora en llegar estado de cuenta;funcionalidad;detalle de movimiento;Sin categoría N3;neutral;7;Sí
su app se tiene que actualizar no me permite hacer muchas cosas;funcionalidad;no permite instalar app;Sin categoría N3;neutral;12;Sí
la seguridad es importante a la hora de realizar una operacion extremar medidas de seguridad para los usuarios daria mas confianza en su uso;seguridad;prevencion de fraudes;Sin categoría N3;neutral;24;Sí
no se puede hacer operaciones como transferencia deben mejorar en eso;funcionalidad;operaciones;no puede realizar no especificado;neutral;11;Sí
en informar bien las cosas a los clientes;otros;Sin categoría N2;Sin categoría N3;neutral;8;Sí
me acerque al banco y me dijeron que no me cobrarian intereses y veo que han cobrado voy hacer un reclamo;tarifas;intereses;Sin categoría N3;negativo;21;Sí
no puedo usar ningun servicio de bcp porque sin mi autorizacion me bloquearon mi cuenta con mi dinero y se aduenaron de 450 soles eso tiene una definicion;seguridad;movimientos no reconocidos;Sin categoría N3;neutral;28;Sí
en la atencion por whatsapp;otros;reclamos;Sin categoría N3;neutral;5;Sí
entrenar mejor a sus agentes para poder resolver los problemas que enfrentamos agente no tuvo ni una idea de como resolver y es mas derivo a un departamento que no pudo resolver nada mas bien deseo que me emitieran una nueva tarjeta la cual no era necesaria mas standarizacion es necesaria para no confundir a los clientes;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;57;Sí
como chucha se van a cobrar compras en linea por internet cuando la opcion de pago y compras en linea esta desactivado;funcionalidad;operaciones;no puede realizar no especificado;neutral;22;Sí
m cobraron el comision de 1500 un monto de 9 soles;funcionalidad;detalle de movimiento;Sin categoría N3;neutral;11;Sí
que puedan ofrecer mas creditos a personas x medio de yape ya que yo manejo mucho el yape y nada que me aprueban un credito x lo menos de 500;otros;prestamos;no califican;neutral;30;Sí
han hecho un retiro de mis ahorros sin mi consentimiento;seguridad;movimientos no reconocidos;Sin categoría N3;neutral;10;Sí
en mucho;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
mas menos;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
muchas preguntas que no dan solucion al problema o de alguna consulta;funcionalidad;operaciones;no puede realizar consultas;negativo;12;Sí
muy poco tiempo del token digital;funcionalidad;token;Sin categoría N3;neutral;6;Sí
todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;1;Sí
nunca responden;otros;Sin categoría N2;Sin categoría N3;neutral;2;Sí
atender mejor;otros;Sin categoría N2;Sin categoría N3;positivo;2;Sí
todo esta perfecto;noespecifica;Sin categoría N2;Sin categoría N3;positivo;3;Sí
robo de dinero no ahorras nada en ese banco;tarifas;Sin categoría N2;Sin categoría N3;neutral;9;Sí
mas amabilidad en la atencion al clientes;otros;reclamos;Sin categoría N3;neutral;7;Sí
la aplicacion no debe fallar tanto;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;6;Sí
en todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
no estafar con las cuentas;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;5;Sí
deberian evaluar realmente temas que si incomodan al cliente tales como largas esperas en la ahencias o comisiones exclusivas y dejar de evaluar temas sin mayor relevancia;funcionalidad;operaciones;demora;neutral;27;Sí
ok;noespecifica;Sin categoría N2;Sin categoría N3;neutral;1;Sí
mucho demora y tengo problemas en yapear ya cuando es de confirmar la transaccion no pasa y dice hubo un error que horrible con eso tienen que mejorar;funcionalidad;inestabilidad;mantenimiento;negativo;28;Sí
falta la opcion de desafiliar pago automatico de recibos;funcionalidad;operaciones;no puede realizar no especificado;neutral;9;Sí
no se actualizan las operaciones de deposito a plazo fijo;otros;cajero;Sin categoría N3;neutral;10;Sí
en servicio en atencion en responder los reclamos;funcionalidad;inestabilidad;mantenimiento;negativo;8;Sí
tengo algunas dificultades con la app para pagar la luz no se porque siempre lo hice y a partir de diciembre 24 ya no lo puedo hacer estoy en el extranjero por lo tanto no puedo acercarme al banco entonces si yo tengo dificultades como lo recomiendo a otras personas;otros;agencias;Sin categoría N3;neutral;50;Sí
se demora mucho al momento de hacer transacciones sueno tener problemas al ingresar;funcionalidad;inestabilidad;lentitud;negativo;13;Sí
rapidez;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;1;Sí
mejor geston en todas las opracoones bancarias mo te dan razon rn que fondo mtuo invertir las rentabilidades el wassap de bcp no da ningun valor;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;26;Sí
es lenta no esta ordenada;diseno;Sin categoría N2;Sin categoría N3;neutral;5;Sí
nada;otros;comentarios genericos;Sin categoría N3;neutral;1;Sí
dejen de obligarnos a que tengamos que activar el bloqueo de pantalla de nuestros celulares nuestros celulares tienen muchos otros aplicativos que necesitamos activar rapidamente y el bloqueo de pantalla dificulta ello;funcionalidad;login;Sin categoría N3;neutral;32;Sí
a veces sale error;funcionalidad;operaciones;Sin categoría N3;negativo;4;Sí
esta vez no me han dado una solucion;otros;reclamos;Sin categoría N3;neutral;8;Sí
pongan la version anterior;diseno;Sin categoría N2;Sin categoría N3;neutral;4;Sí
nada son lo peor;otros;comentarios genericos;Sin categoría N3;negativo;4;Sí
no usen bots;noespecifica;Sin categoría N2;Sin categoría N3;neutral;3;Sí
si es buena la atencion;otros;comentarios positivos;Sin categoría N3;positivo;5;Sí
no soluciono nada;otros;reclamos;Sin categoría N3;neutral;3;Sí
mejorar seguridad autenticacion del cliente con foto o palabra clave ya que ante un robo o secuestro cualquier delincuente puede acceder al app pidiendo cambio de contrasena;seguridad;movimientos no reconocidos;Sin categoría N3;neutral;27;Sí
muy mala atencion su personal en atencion al publico deben de ser mas empaticos y tolerantes con las personas adultas claramente si atienden mal al adulto mayor y los enganan que se puede esperar de un banco;otros;agencias;atencion;negativo;37;Sí
mas intuitivo;diseno;amigable;Sin categoría N3;neutral;2;Sí
x no dar una solucion;otros;reclamos;Sin categoría N3;neutral;5;Sí
en todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
no entiendo porque han vetado mi opcion de adelanto de sueldo si uds cobraban puntualmente s 7500 de comision mensual en 1 mes terminare de pagar completamente el prestamo con bcp la percepcion que tengo es que estan maltratando al cliente;otros;prestamos;no hay campanas;neutral;41;Sí
publicar en la puerta que universidad upcno se puede pagar espere 1 hora para que me digan no atienden;Sin categoría N1;Sin categoría N2;Sin categoría N3;neutral;19;Sí
en todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
no funciona la aplicacion para pagar y hace poco me pidio activar el token cuando ya lo tengo activado;funcionalidad;token;no funciona;neutral;19;Sí
no llegan los codigos de verificacion en los 4 segundos que dan para actualizar el app;funcionalidad;notificaciones;Sin categoría N3;neutral;16;Sí
en atender mas rapido en su correo electronico para pedir prestamos;otros;prestamos;no hay campanas;neutral;11;Sí
mas atencion a los clientes y mejorar los cajeros;otros;reclamos;Sin categoría N3;neutral;9;Sí
z;noespecifica;Sin categoría N2;Sin categoría N3;neutral;1;Sí
demora en transacciones a nivel iternacional y y empresas americanas;funcionalidad;inestabilidad;lentitud;neutral;10;Sí
mejorar;noespecifica;Sin categoría N2;Sin categoría N3;positivo;1;Sí
les contare de mi experiencia no me deja realizar pagos de servicios por el app cuando ne piden el token digital y lo ingreso no me permite y por eso elimine la aplicacion;funcionalidad;token;no funciona;neutral;33;Sí
en todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
falla no puedo hacer compras por internet a pesar de que esta prendida la targeta y abilitada;funcionalidad;inestabilidad;Sin categoría N3;negativo;17;Sí
porque no te dan ninguna solucion;otros;reclamos;Sin categoría N3;neutral;6;Sí
